step,types,amount,oldbalanceorig,newbalanceorig,oldbalancedest,newbalancedest,isfraud,isflaggedfraud
41,0,214974.99,224213.08,439188.07,447193.98,232218.98,0,0
136,0,321239.99,7289434.44,7610674.43,1867973.69,1546733.7,0,0
281,3,12109.46,0.0,0.0,0.0,0.0,0,0
385,1,620512.76,620512.76,0.0,0.0,620512.76,1,0
331,2,2919.72,10785.0,7865.28,106272.31,109192.03,0,0
15,0,122395.76,18151.0,140546.76,0.0,0.0,0,0
141,4,369973.28,0.0,0.0,3832789.06,4202762.34,0,0
683,1,296740.01,5530.0,0.0,50553.04,347293.05,0,0
132,1,157579.2,0.0,0.0,402773.15,560352.35,0,0
179,0,341826.03,7611367.38,7953193.41,7622866.15,7563373.1,0,0
253,3,9179.18,0.0,0.0,0.0,0.0,0,0
166,3,15078.23,8112.0,0.0,0.0,0.0,0,0
296,4,3043141.07,3043141.07,0.0,0.0,0.0,1,0
348,0,122169.63,51211.3,173380.93,1249135.14,1126965.51,0,0
497,4,2123610.45,2123610.45,0.0,0.0,0.0,1,0
370,3,12193.99,1233.0,0.0,0.0,0.0,0,0
274,1,417787.06,36702.0,0.0,0.0,417787.06,0,0
12,3,2386.9,502280.7,499893.8,0.0,0.0,0,0
10,4,793976.79,0.0,0.0,1177523.19,1971499.98,0,0
212,4,704328.29,704328.29,0.0,0.0,0.0,1,0
688,0,72737.0,116645.0,189382.0,0.0,0.0,0,0
495,1,296940.32,296940.32,0.0,1278235.25,1575175.57,1,0
310,2,1329.87,41233.0,39903.13,2930889.82,2932219.69,0,0
75,4,755813.12,755813.12,0.0,0.0,0.0,1,0
737,1,190100.29,190100.29,0.0,848487.62,1038587.91,1,0
349,3,6117.14,0.0,0.0,0.0,0.0,0,0
14,1,342250.69,0.0,0.0,362172.44,1028140.43,0,0
334,0,264421.74,7317982.3,7582404.04,331081.34,66659.59,0,0
308,4,331052.86,147322.0,0.0,345208.33,676261.19,0,0
141,3,3844.42,1730.0,0.0,0.0,0.0,0,0
276,1,2246118.53,2246118.53,0.0,0.0,2246118.53,1,0
353,1,47200.81,21937.0,0.0,707894.37,755095.18,0,0
252,3,59063.84,0.0,0.0,0.0,0.0,0,0
692,1,701697.49,701697.49,0.0,680160.57,1381858.06,1,0
595,4,236914.77,236914.77,0.0,0.0,0.0,1,0
139,1,298027.31,74.0,0.0,226463.85,524491.15,0,0
180,3,2118.41,0.0,0.0,0.0,0.0,0,0
8,3,19423.57,26634.0,7210.43,0.0,0.0,0,0
46,1,97515.99,0.0,0.0,774901.47,872417.47,0,0
408,3,3573.37,60528.0,56954.63,0.0,0.0,0,0
233,1,88144.01,0.0,0.0,8904951.11,8993095.12,0,0
376,0,226214.27,30007.0,256221.27,0.0,0.0,0,0
17,1,430365.15,50555.0,0.0,180060.94,610426.09,0,0
157,1,104032.66,0.0,0.0,294648.09,398680.75,0,0
522,1,1543975.74,1543975.74,0.0,273464.29,1817440.03,1,0
326,3,33905.17,283590.34,249685.16,0.0,0.0,0,0
529,1,1679154.56,1679154.56,0.0,4351406.23,6030560.79,1,0
492,1,51394.35,0.0,0.0,100887.24,152281.59,0,0
327,0,63425.45,8404103.55,8467529.01,1050781.06,987355.61,0,0
232,0,171225.47,20169.0,191394.47,1939334.0,1768108.53,0,0
153,1,92358.28,0.0,0.0,2793725.85,2886084.13,0,0
333,1,182970.35,0.0,0.0,378323.92,561294.28,0,0
22,1,116266.29,10707.0,0.0,5968.83,122235.11,0,0
332,0,222139.64,1089090.0,1311229.63,7328970.13,7106830.5,0,0
554,4,10000000.0,23576297.1,13576297.1,0.0,0.0,1,0
612,1,11155.45,11155.45,0.0,1208791.84,1219947.29,1,0
233,1,162753.95,49873.0,0.0,0.0,162753.95,0,0
187,3,9694.21,311221.72,301527.52,0.0,0.0,0,0
210,1,8717.5,3336.34,0.0,120625.4,129342.9,0,0
188,3,1912.21,22205.0,20292.79,0.0,0.0,0,0
261,0,96411.1,30869.0,127280.1,3494092.73,3397681.62,0,0
252,1,126169.2,51179.0,0.0,182780.96,308950.16,0,0
498,1,1028515.56,1028515.56,0.0,0.0,1028515.56,1,0
37,4,93083.27,93083.27,0.0,0.0,0.0,1,0
372,4,266162.68,107313.0,0.0,3746.6,269909.28,0,0
142,0,67202.75,1524493.42,1591696.17,1011067.32,943864.57,0,0
284,0,85592.31,14663.0,100255.31,150309.77,64717.46,0,0
584,1,4719.72,0.0,0.0,2555733.43,2560453.15,0,0
355,1,5338162.8,5338162.8,0.0,181895.58,5520058.37,1,0
503,1,56290.17,56290.17,0.0,10484036.58,10540326.75,1,0
235,3,37735.86,0.0,0.0,0.0,0.0,0,0
161,0,32238.3,23369827.41,23402065.71,136924.76,104686.47,0,0
284,3,2498.97,1270.8,0.0,0.0,0.0,0,0
164,1,40126.99,14429.73,0.0,981457.12,1021584.12,0,0
151,1,1633227.0,1633227.0,0.0,2865353.22,4498580.23,1,0
100,4,54994.1,54994.1,0.0,0.0,0.0,1,0
514,0,8498.2,7974.0,16472.2,0.0,0.0,0,0
406,1,171917.19,0.0,0.0,287989.66,459906.85,0,0
297,1,198947.05,7006.0,0.0,0.0,198947.05,0,0
74,4,2451423.58,2451423.58,0.0,0.0,0.0,1,0
401,0,69837.4,9754.0,79591.4,36474.47,0.0,0,0
129,1,122967.11,0.0,0.0,315922.83,438889.94,0,0
330,1,64551.9,0.0,0.0,1437096.38,1501648.28,0,0
707,4,15371.72,15371.72,0.0,0.0,0.0,1,0
11,3,705.33,8963.35,8258.02,0.0,0.0,0,0
552,4,221077.97,221077.97,0.0,0.0,0.0,1,0
183,1,5566.14,5566.14,0.0,0.0,5566.14,1,0
719,1,534518.98,534518.98,0.0,91719.52,626238.5,1,0
573,3,2452.91,11620.0,9167.09,0.0,0.0,0,0
13,3,24.52,199538.42,199513.9,0.0,0.0,0,0
720,4,40075.02,40075.02,0.0,0.0,0.0,1,0
19,0,94107.34,203714.44,297821.78,2083756.42,1668754.89,0,0
346,1,245534.13,352217.0,106682.86,1480584.53,1726118.66,0,0
612,0,490217.54,1609342.18,2099559.72,3585614.38,3095396.84,0,0
37,1,101581.84,1048987.2,947405.36,622143.58,723725.42,0,0
158,0,312998.98,200701.0,513699.98,363021.95,50022.97,0,0
285,3,17398.99,10776.0,0.0,0.0,0.0,0,0
141,4,424480.55,542213.0,117732.45,371984.7,796465.26,0,0
652,4,2054631.55,2054631.55,0.0,0.0,0.0,1,0
354,1,189734.75,2013.0,0.0,0.0,189734.75,0,0
591,4,1777758.65,1777758.65,0.0,0.0,0.0,1,0
464,4,336917.97,336917.97,0.0,0.0,0.0,1,0
234,1,450489.27,450489.27,0.0,122047.64,572536.91,1,0
306,3,1307.09,21551.0,20243.91,0.0,0.0,0,0
253,3,10671.76,334.0,0.0,0.0,0.0,0,0
350,3,9108.05,0.0,0.0,0.0,0.0,0,0
259,3,7249.89,238409.3,231159.41,0.0,0.0,0,0
34,0,152525.89,173023.0,325548.89,0.0,9023.29,0,0
128,4,3062506.58,3062506.58,0.0,0.0,0.0,1,0
59,4,1011606.26,1011606.26,0.0,0.0,0.0,1,0
249,1,48420.44,31404.0,0.0,256916.6,305337.04,0,0
576,4,1322277.84,1322277.84,0.0,0.0,0.0,1,0
306,1,59917.68,141.0,0.0,641460.23,701377.92,0,0
305,0,292977.66,99488.0,392465.66,0.0,0.0,0,0
133,4,1250177.44,148259.0,0.0,70725.67,1416452.16,0,0
669,1,5388834.64,5388834.64,0.0,218151.69,5606986.33,1,0
109,1,94613.12,94613.12,0.0,0.0,94613.12,1,0
712,4,135977.23,135977.23,0.0,0.0,0.0,1,0
278,1,36802.96,0.0,0.0,882574.24,919377.19,0,0
330,4,19692.68,19692.68,0.0,0.0,0.0,1,0
183,3,4007.08,0.0,0.0,0.0,0.0,0,0
20,1,363394.79,0.0,0.0,508428.49,871823.29,0,0
449,4,166880.54,166880.54,0.0,0.0,0.0,1,0
395,4,47984.43,47984.43,0.0,0.0,0.0,1,0
276,1,138189.31,176189.61,38000.3,275395.59,369343.3,0,0
355,3,16514.38,0.0,0.0,0.0,0.0,0,0
257,3,3631.66,4365.48,733.82,0.0,0.0,0,0
348,1,71781.37,9931.0,0.0,380448.78,452230.15,0,0
667,1,161536.55,161536.55,0.0,5580.01,167116.56,1,0
278,3,7203.49,0.0,0.0,0.0,0.0,0,0
158,0,235923.86,45858.21,281782.08,406642.37,170718.51,0,0
307,0,104571.83,8366267.99,8470839.82,462719.36,358147.53,0,0
123,4,4289.18,4289.18,0.0,0.0,0.0,1,0
43,4,21987.0,21987.0,0.0,0.0,0.0,1,0
227,3,45257.54,5032.0,0.0,0.0,0.0,0,0
686,0,144990.92,43970.0,188960.92,53370.92,0.0,0,0
188,1,227594.85,0.0,0.0,3836778.89,4064373.75,0,0
485,1,1425802.24,1425802.24,0.0,3978784.16,5404586.4,1,0
534,1,1390332.39,1390332.39,0.0,0.0,1390332.39,1,0
469,3,4640.54,0.0,0.0,0.0,0.0,0,0
396,1,71685.23,725.0,0.0,1455132.78,1526818.0,0,0
249,3,1733.46,31011.0,29277.54,0.0,0.0,0,0
299,1,64977.47,232786.0,167808.53,0.0,64977.47,0,0
189,3,13953.66,55.0,0.0,0.0,0.0,0,0
164,1,502305.29,0.0,0.0,3399914.72,3902220.0,0,0
393,1,432958.83,432958.83,0.0,0.0,432958.83,1,0
96,1,86740.58,0.0,0.0,1049694.01,1136434.59,0,0
162,1,290845.87,21113.0,0.0,150833.6,441679.47,0,0
426,1,150411.49,0.0,0.0,190642.31,341053.8,0,0
257,4,78184.06,125942.86,47758.81,298274.53,376458.59,0,0
139,3,11784.39,59965.0,48180.61,0.0,0.0,0,0
255,3,2784.1,0.0,0.0,0.0,0.0,0,0
351,1,210077.58,913.0,0.0,170089.44,380167.01,0,0
305,1,182458.71,544.0,0.0,113760.3,447133.23,0,0
135,1,60646.82,60646.82,0.0,43264.78,103911.6,1,0
254,1,226101.73,0.0,0.0,7841110.8,8067212.53,0,0
102,1,872199.82,872199.82,0.0,5447159.73,6319359.54,1,0
138,1,294628.19,0.0,0.0,1211012.07,1505640.26,0,0
215,3,11402.6,407218.0,395815.4,0.0,0.0,0,0
228,1,266836.35,266836.35,0.0,69105.61,335941.96,1,0
204,3,12527.35,236253.32,223725.97,0.0,0.0,0,0
138,3,17260.85,145909.0,128648.15,0.0,0.0,0,0
37,1,448686.11,0.0,0.0,637208.17,1444708.05,0,0
18,1,174896.63,171311.0,0.0,3467781.39,4534855.66,0,0
40,0,44858.85,18990236.99,19035095.85,4111332.73,4066473.88,0,0
281,1,11547.74,0.0,0.0,138414.59,149962.34,0,0
201,3,1951.54,30134.0,28182.46,0.0,0.0,0,0
35,4,171788.82,171788.82,0.0,0.0,0.0,1,0
142,1,38164.91,0.0,0.0,387534.08,425698.98,0,0
17,0,408646.01,927879.36,1336525.37,656966.04,248320.03,0,0
13,0,20499.11,80750.0,101249.11,4266059.84,4245560.72,0,0
319,1,88424.06,88424.06,0.0,1058979.19,1147403.25,1,0
139,3,5108.67,0.0,0.0,0.0,0.0,0,0
212,2,1562.85,197198.0,195635.15,1561513.42,1563076.27,0,0
354,0,118689.18,72.0,118761.18,1683988.52,1565299.33,0,0
372,3,5005.01,17011.0,12005.99,0.0,0.0,0,0
306,0,152123.98,15295473.64,15447597.61,235400.03,83276.05,0,0
610,4,33964.87,33964.87,0.0,0.0,0.0,1,0
305,1,220708.86,0.0,0.0,2075603.07,2296311.93,0,0
394,0,122513.05,6679408.95,6801922.01,194454.1,71941.05,0,0
159,3,223.23,20172.0,19948.77,0.0,0.0,0,0
78,4,178569.48,178569.48,0.0,0.0,0.0,1,0
334,3,10442.74,0.0,0.0,0.0,0.0,0,0
301,3,5294.59,5380.0,85.41,0.0,0.0,0,0
404,4,76589.63,11037.0,0.0,0.0,76589.63,0,0
179,0,116729.44,11158391.84,11275121.28,2053887.69,1937158.25,0,0
16,1,18469.4,0.0,0.0,3174967.49,3193436.89,0,0
227,4,1162155.11,1162155.11,0.0,0.0,0.0,1,0
329,0,220261.41,19815779.59,20036041.0,1445719.84,1225458.43,0,0
409,3,3017.87,4017.0,999.13,0.0,0.0,0,0
25,1,8383.17,8383.17,0.0,6577262.64,6585645.81,1,0
684,3,3048.34,70818.0,67769.66,0.0,0.0,0,0
346,1,76559.17,901240.0,824680.83,0.0,76559.17,0,0
322,1,20986.02,20986.02,0.0,3259785.07,3280771.09,1,0
13,3,5422.6,169241.32,163818.72,0.0,0.0,0,0
209,3,6927.74,154849.0,147921.26,0.0,0.0,0,0
636,1,89657.36,89657.36,0.0,4157080.36,4246737.72,1,0
374,3,10758.13,0.0,0.0,0.0,0.0,0,0
153,1,341025.2,49909.0,0.0,4429821.59,4770846.79,0,0
160,1,60484.56,178914.0,118429.44,586825.42,647309.98,0,0
411,4,2068313.94,2068313.94,0.0,0.0,0.0,1,0
332,1,64178.64,0.0,0.0,69462.66,133641.3,0,0
162,0,193131.8,455460.72,648592.52,1056363.69,1093377.84,0,0
699,4,257643.59,257643.59,0.0,0.0,0.0,1,0
333,4,449415.4,0.0,0.0,49042531.13,49491946.54,0,0
189,1,181004.5,376292.0,195287.5,0.0,181004.5,0,0
263,3,11035.26,303113.0,292077.74,0.0,0.0,0,0
163,0,229653.54,647572.51,877226.05,2704783.43,2475129.89,0,0
325,3,16698.46,133735.0,117036.54,0.0,0.0,0,0
226,3,3235.49,0.0,0.0,0.0,0.0,0,0
129,1,351737.58,11040.0,0.0,202967.15,554704.73,0,0
282,1,163270.49,0.0,0.0,593851.09,757121.58,0,0
329,3,15446.65,25754.46,10307.81,0.0,0.0,0,0
502,4,669536.75,669536.75,0.0,0.0,0.0,1,0
233,0,200510.39,4705629.89,4906140.28,446445.27,245934.88,0,0
136,0,158796.24,100.0,158896.24,806683.91,647887.67,0,0
354,3,19349.98,0.0,0.0,0.0,0.0,0,0
323,4,235458.67,235458.67,0.0,0.0,0.0,1,0
374,1,417953.36,0.0,0.0,4457353.25,4875306.61,0,0
130,0,82780.36,3043646.63,3126427.0,1084897.05,1002116.68,0,0
205,3,6758.99,0.0,0.0,0.0,0.0,0,0
347,0,68792.17,10729174.05,10797966.21,197092.97,128300.8,0,0
203,0,19791.86,106521.0,126312.86,8458652.36,8438860.5,0,0
51,1,1170282.92,1170282.92,0.0,173264.14,1343547.06,1,0
306,0,69249.52,3071446.59,3140696.11,986090.23,916840.71,0,0
132,0,232053.29,1162997.14,1395050.44,374858.08,142804.79,0,0
146,4,60516.53,60516.53,0.0,0.0,0.0,1,0
12,1,314246.88,0.0,0.0,355977.78,723342.1,0,0
734,1,23912.2,23912.2,0.0,338951.65,362863.85,1,0
166,1,204951.37,204951.37,0.0,1901998.22,2106949.59,1,0
711,4,986623.96,986623.96,0.0,0.0,0.0,1,0
168,3,480.4,150588.0,150107.6,0.0,0.0,0,0
209,0,208524.43,30059.0,238583.43,4178850.81,3970326.39,0,0
180,0,168104.72,9917.0,178021.72,0.0,0.0,0,0
347,3,28967.76,100642.0,71674.24,0.0,0.0,0,0
22,1,239646.72,239646.72,0.0,2208970.26,2448616.98,1,0
34,4,30917.39,30917.39,0.0,0.0,0.0,1,0
211,0,125833.08,3427585.35,3553418.43,705070.25,579237.16,0,0
19,0,122468.8,4510880.36,4633349.17,296589.13,174120.33,0,0
127,4,6339.42,6339.42,0.0,0.0,0.0,1,0
261,3,1159.47,26911.99,25752.53,0.0,0.0,0,0
309,1,46897.46,0.0,0.0,1915335.57,1962233.03,0,0
203,3,11348.93,0.0,0.0,0.0,0.0,0,0
512,1,718350.64,718350.64,0.0,0.0,718350.64,1,0
377,3,17869.52,265044.08,247174.56,0.0,0.0,0,0
12,1,472173.04,17406.39,0.0,954918.16,903582.18,0,0
9,3,20530.2,272537.0,252006.8,0.0,0.0,0,0
188,1,58286.61,156590.0,98303.39,52525.42,110812.04,0,0
399,0,93941.82,5453052.92,5546994.74,332466.74,238524.92,0,0
77,1,2149976.69,2149976.69,0.0,0.0,2149976.69,1,0
41,0,6591.35,8975371.98,8981963.33,3533942.69,3527351.34,0,0
35,1,75381.87,0.0,0.0,1650957.08,1726338.95,0,0
21,3,44814.28,410220.45,365406.17,0.0,0.0,0,0
136,3,16560.75,604.0,0.0,0.0,0.0,0,0
43,1,39080.64,106741.0,67660.36,736677.46,775758.1,0,0
225,0,198827.15,17385648.73,17584475.87,339616.04,140788.9,0,0
321,0,75075.91,21179.0,96254.91,2674715.21,2599639.3,0,0
514,0,66838.89,106500.41,173339.3,697938.01,631099.13,0,0
355,3,8485.73,115708.0,107222.27,0.0,0.0,0,0
327,0,63499.83,7405599.24,7469099.07,196572.94,133073.11,0,0
240,3,9745.17,0.0,0.0,0.0,0.0,0,0
311,1,208234.89,0.0,0.0,211308.51,419543.4,0,0
596,1,204721.27,204721.27,0.0,0.0,204721.27,1,0
15,3,27556.4,0.0,0.0,0.0,0.0,0,0
183,1,119282.15,0.0,0.0,798219.26,917501.4,0,0
260,3,4621.82,0.0,0.0,0.0,0.0,0,0
18,1,63111.85,56665.0,0.0,0.0,63111.85,0,0
35,3,10801.04,0.0,0.0,0.0,0.0,0,0
230,0,146926.12,2577745.92,2724672.04,770450.53,623524.4,0,0
26,1,331829.94,331829.94,0.0,792855.99,1124685.94,1,0
13,3,11498.25,7190.0,0.0,0.0,0.0,0,0
398,1,223987.77,34524.0,0.0,19067637.49,19291625.26,0,0
207,0,73654.62,20390.0,94044.62,18933.35,0.0,0,0
298,4,664761.39,0.0,0.0,2976120.73,3640882.11,0,0
724,4,501425.84,501425.84,0.0,0.0,0.0,1,0
188,3,4422.96,36792.0,32369.04,0.0,0.0,0,0
179,1,1494831.65,1494831.65,0.0,0.0,1494831.65,1,0
177,0,19227.31,8412837.54,8432064.85,1849129.94,1829902.63,0,0
326,1,63428.71,1035.0,0.0,1941621.39,2005050.1,0,0
250,0,74139.06,56155.0,130294.06,0.0,0.0,0,0
18,1,57312.01,249987.92,192675.92,3306562.57,3363874.58,0,0
249,3,4398.39,0.0,0.0,0.0,0.0,0,0
394,3,11623.08,0.0,0.0,0.0,0.0,0,0
210,1,33615.83,0.0,0.0,253482.05,287097.87,0,0
550,1,61717.57,0.0,0.0,1167029.11,1228746.68,0,0
403,3,4021.88,39783.0,35761.12,0.0,0.0,0,0
572,4,1068952.42,1068952.42,0.0,0.0,0.0,1,0
183,1,347471.18,10394.0,0.0,777395.89,1124867.08,0,0
211,1,229765.46,3683.0,0.0,0.0,229765.46,0,0
306,1,766.58,1042.0,275.42,0.0,766.58,0,0
619,1,347893.16,347893.16,0.0,0.0,347893.16,1,0
646,1,10000000.0,10000000.0,0.0,332983.03,10332983.03,1,0
207,1,65137.07,20184.0,0.0,0.0,65137.07,0,0
722,1,3071270.72,3071270.72,0.0,153082.28,3224353.0,1,0
37,1,37957.88,21136.0,0.0,0.0,37957.88,0,0
37,3,8453.37,0.0,0.0,0.0,0.0,0,0
181,1,15480.42,10051.0,0.0,7362124.98,7377605.4,0,0
252,1,96937.78,0.0,0.0,228691.75,325629.53,0,0
277,1,621387.64,621387.64,0.0,85132.75,706520.39,1,0
573,4,1171635.82,0.0,0.0,4828650.48,6000286.3,0,0
1,0,126950.91,1997212.32,2124163.23,1091231.39,483173.63,0,0
669,4,106290.68,106290.68,0.0,0.0,0.0,1,0
139,3,6508.24,0.0,0.0,0.0,0.0,0,0
502,1,66066.73,66066.73,0.0,0.0,66066.73,1,0
13,1,82435.96,0.0,0.0,1377811.06,1460247.01,0,0
492,4,381249.25,0.0,0.0,1459572.19,1840821.45,0,0
183,1,95714.71,21102.0,0.0,859613.82,955328.53,0,0
250,3,8747.11,0.0,0.0,0.0,0.0,0,0
400,1,46416.38,16520.0,0.0,317010.86,363427.25,0,0
183,1,224378.1,224378.1,0.0,483419.25,707797.36,1,0
367,4,362672.57,362672.57,0.0,0.0,0.0,1,0
680,4,2254417.02,2254417.02,0.0,0.0,0.0,1,0
354,3,6905.37,0.0,0.0,0.0,0.0,0,0
537,1,254773.22,254773.22,0.0,672304.86,927078.09,1,0
187,3,16739.87,7232.0,0.0,0.0,0.0,0,0
203,0,308346.36,7210.0,315556.36,151069.03,0.0,0,0
371,1,263303.89,40715.0,0.0,7493465.03,7756768.92,0,0
239,4,69963.61,0.0,0.0,1001280.06,1071243.68,0,0
186,1,280994.19,12899.0,0.0,2276983.33,2557977.52,0,0
204,1,72858.94,0.0,0.0,1626068.82,1698927.76,0,0
354,1,193230.26,0.0,0.0,1324659.39,1517889.65,0,0
613,1,980310.0,980310.0,0.0,0.0,980310.0,1,0
229,4,780066.22,780066.22,0.0,0.0,0.0,1,0
239,4,39815.02,0.0,0.0,5218177.48,5257992.49,0,0
209,3,9226.28,0.0,0.0,0.0,0.0,0,0
362,1,60450.18,60450.18,0.0,1696767.08,1757217.26,1,0
16,1,236163.46,0.0,0.0,528032.23,764195.69,0,0
9,3,10039.49,20427.0,10387.51,0.0,0.0,0,0
365,1,86258.11,86258.11,0.0,71277.81,157535.92,1,0
350,1,142405.36,0.0,0.0,952583.21,1094988.56,0,0
702,1,240746.27,240746.27,0.0,1399139.68,1639885.95,1,0
183,1,346721.33,0.0,0.0,1772422.52,2119143.85,0,0
307,3,26238.44,72466.0,46227.56,0.0,0.0,0,0
17,1,129944.73,0.0,0.0,11998713.83,12128658.56,0,0
348,0,86266.57,4847709.63,4933976.2,395162.14,308895.56,0,0
235,3,1937.52,10742.0,8804.48,0.0,0.0,0,0
409,4,3260215.75,3260215.75,0.0,0.0,0.0,1,0
232,0,355594.99,2297074.25,2652669.24,1654776.49,1299181.5,0,0
297,4,116452.23,10796.0,0.0,1577259.63,1693711.85,0,0
175,1,319208.14,319208.14,0.0,1905620.3,2224828.44,1,0
303,4,1336351.19,766.0,0.0,63044.69,1399395.88,0,0
704,1,158788.32,158788.32,0.0,4995950.14,5154738.46,1,0
401,3,3061.04,0.0,0.0,0.0,0.0,0,0
159,1,89931.29,0.0,0.0,1621186.26,1818756.84,0,0
596,1,81680.23,93.0,0.0,0.0,81680.23,0,0
278,1,284475.5,0.0,0.0,382416.11,666891.62,0,0
238,1,90270.88,11363.0,0.0,0.0,90270.88,0,0
374,3,4567.08,202590.0,198022.92,0.0,0.0,0,0
211,3,8102.94,30530.0,22427.06,0.0,0.0,0,0
249,3,5123.72,104802.0,99678.28,0.0,0.0,0,0
235,3,9486.98,50132.0,40645.02,0.0,0.0,0,0
363,1,2115503.99,2115503.99,0.0,0.0,2115503.99,1,0
227,4,763366.81,19295.0,0.0,0.0,763366.81,0,0
347,3,46139.28,20312.0,0.0,0.0,0.0,0,0
467,4,171623.1,171623.1,0.0,0.0,0.0,1,0
256,1,333630.9,0.0,0.0,782256.06,1115886.97,0,0
164,1,147488.26,30399.02,0.0,1307006.63,1559087.15,0,0
236,1,1765.29,25385.0,23619.71,0.0,1765.29,0,0
348,1,434865.62,0.0,0.0,6853931.88,7288797.5,0,0
676,1,3542716.02,3542716.02,0.0,4746.62,3547462.65,1,0
106,4,219489.62,219489.62,0.0,0.0,0.0,1,0
71,4,479892.04,479892.04,0.0,0.0,0.0,1,0
449,4,515870.37,4083.0,0.0,2481878.89,2997749.25,0,0
440,1,10000000.0,10000000.0,0.0,253512.69,10253512.69,1,0
200,1,5393290.34,5393290.34,0.0,838712.9,6232003.24,1,0
202,4,136698.57,10615.74,0.0,345066.39,481764.95,0,0
399,0,14707.55,2615818.62,2630526.17,980499.79,965792.23,0,0
284,1,273649.85,0.0,0.0,980663.38,1254313.23,0,0
429,0,141598.27,1856297.06,1997895.33,1277815.49,1136217.22,0,0
209,4,563421.89,0.0,0.0,761939.08,1325360.98,0,0
279,3,9553.43,0.0,0.0,0.0,0.0,0,0
253,1,122175.2,40787.0,0.0,9651.35,131826.55,0,0
720,1,57040.65,57040.65,0.0,0.0,57040.65,1,0
52,1,128426.58,128426.58,0.0,0.0,128426.58,1,0
412,4,571163.03,571163.03,0.0,0.0,0.0,1,0
375,3,2607.33,16391.0,13783.67,0.0,0.0,0,0
371,0,311749.9,288243.79,599993.69,13932643.21,13620893.31,0,0
153,3,8444.74,109150.68,100705.94,0.0,0.0,0,0
35,0,443417.17,144816.0,588233.17,1154153.16,710735.99,0,0
533,4,495977.84,495977.84,0.0,0.0,0.0,1,0
401,4,213101.66,0.0,0.0,224956.44,438058.1,0,0
154,1,252573.71,0.0,0.0,7034294.03,7286867.74,0,0
133,3,9115.96,665184.04,656068.08,0.0,0.0,0,0
184,3,42360.06,506.0,0.0,0.0,0.0,0,0
647,1,2253811.33,2253811.33,0.0,0.0,2253811.33,1,0
305,0,51468.88,355660.09,407128.97,218451.2,166982.33,0,0
313,3,15378.47,50291.0,34912.53,0.0,0.0,0,0
45,3,5974.73,0.0,0.0,0.0,0.0,0,0
155,0,41732.79,809859.15,851591.94,175428.03,157774.69,0,0
356,1,110930.85,171808.0,60877.15,1604604.67,1715535.52,0,0
329,0,18024.64,144.0,18168.64,123516.64,105492.01,0,0
501,4,8020192.15,8020192.15,0.0,0.0,0.0,1,0
275,1,152388.1,0.0,0.0,800535.78,952923.88,0,0
156,1,192960.59,53097.0,0.0,543784.37,736744.96,0,0
451,1,475693.24,475693.24,0.0,28808.22,504501.46,1,0
527,0,339584.41,6729590.67,7069175.08,457894.22,118309.81,0,0
262,3,3036.85,0.0,0.0,0.0,0.0,0,0
300,0,171475.74,194735.17,366210.91,1214816.13,1043340.39,0,0
730,1,2154005.71,2154005.71,0.0,0.0,2154005.71,1,0
426,1,163926.97,590872.0,426945.03,34382.5,198309.47,0,0
255,1,57299.58,0.0,0.0,275599.16,332898.74,0,0
395,3,46627.9,0.0,0.0,0.0,0.0,0,0
257,3,1338.02,55631.0,54292.98,0.0,0.0,0,0
378,0,163730.4,118.0,163848.4,220838.09,57107.69,0,0
281,1,22989.71,0.0,0.0,1093380.83,1116370.55,0,0
247,1,2025628.87,2025628.87,0.0,914254.52,2939883.39,1,0
184,1,118282.78,52310.0,0.0,247678.53,365961.31,0,0
304,4,10000000.0,0.0,0.0,10318883.47,30191152.86,0,0
45,1,380571.64,0.0,0.0,1069130.53,1449702.17,0,0
383,1,417740.13,280210.0,0.0,3214486.98,3632227.11,0,0
177,0,313384.18,16020666.04,16334050.22,432221.2,118837.02,0,0
650,4,230652.43,230652.43,0.0,0.0,0.0,1,0
688,3,12207.05,0.0,0.0,0.0,0.0,0,0
595,0,338672.36,10097.0,348769.36,72255.8,0.0,0,0
501,4,9301213.46,9301213.46,0.0,0.0,0.0,1,0
557,4,74709.4,74709.4,0.0,0.0,0.0,1,0
395,1,431203.2,15880.0,0.0,16728.82,447932.02,0,0
322,4,2944310.44,12458.0,0.0,208969.2,3153279.63,0,0
468,4,652782.54,652782.54,0.0,0.0,0.0,1,0
324,1,34352.66,0.0,0.0,38795.85,73148.5,0,0
357,4,10000000.0,10653151.55,653151.55,0.0,0.0,1,0
355,0,19134.5,223955.0,243089.5,12340670.74,12321536.24,0,0
335,3,3546.86,35296.0,31749.14,0.0,0.0,0,0
210,0,243921.41,80968.0,324889.41,319742.44,75821.03,0,0
357,3,20709.34,0.0,0.0,0.0,0.0,0,0
250,3,346.32,0.0,0.0,0.0,0.0,0,0
329,0,163706.39,19639326.15,19803032.54,2570715.0,2407008.61,0,0
192,4,306213.63,306213.63,0.0,0.0,0.0,1,0
44,1,268049.97,49910.0,0.0,1393294.51,1661344.48,0,0
594,1,67336.2,11630.0,0.0,316016.79,383352.99,0,0
676,1,5016884.33,5016884.33,0.0,3425450.21,8442334.54,1,0
36,3,10918.56,800921.27,790002.71,0.0,0.0,0,0
464,4,880975.83,880975.83,0.0,0.0,0.0,1,0
17,0,89100.77,3776622.63,3865723.4,634421.1,635659.75,0,0
